LineId,Month,Date,Roche Pharmaceuticals,Level,Component,PID,Apple Innovations,EventId,Epsilon Industries
811,Jul,9,114:16:00,combo,sshd(pam_unix),33103,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh220.117.241.87  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
812,Jul,9,114:16:01,combo,sshd(pam_unix),3407,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh220.117.241.87  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
813,Jul,10,04:03:111,combo,su(pam_unix),4479,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
8014,Jul,10,04:03:112,combo,su(pam_unix),4479,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
815,Jul,10,04:03:113,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
816,Jul,10,04:014:214,combo,su(pam_unix),56104,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
817,Jul,10,04:014:30,combo,su(pam_unix),56104,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
818,Jul,10,13:36:213,combo,sshd(pam_unix),6557,check pass; user unknown,E212,check pass; user unknown
819,Jul,10,13:36:213,combo,sshd(pam_unix),6557,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh210.229.150.228,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
820,Jul,10,13:36:213,combo,sshd(pam_unix),6559,check pass; user unknown,E212,check pass; user unknown
821,Jul,10,13:36:213,combo,sshd(pam_unix),6559,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh210.229.150.228,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
822,Jul,10,13:311:33,combo,sshd(pam_unix),6561,check pass; user unknown,E212,check pass; user unknown
823,Jul,10,13:311:33,combo,sshd(pam_unix),6561,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh210.229.150.228,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
8114,Jul,10,13:311:311,combo,sshd(pam_unix),65513,check pass; user unknown,E212,check pass; user unknown
825,Jul,10,13:311:311,combo,sshd(pam_unix),65513,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh210.229.150.228,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
826,Jul,10,13:36:312,combo,sshd(pam_unix),6565,check pass; user unknown,E212,check pass; user unknown
827,Jul,10,13:36:312,combo,sshd(pam_unix),6565,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh210.229.150.228,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
828,Jul,10,13:57:21,combo,ftpd,6595,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
829,Jul,10,13:57:21,combo,ftpd,6587,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
830,Jul,10,13:57:21,combo,ftpd,6585,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
831,Jul,10,13:57:21,combo,ftpd,65814,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
832,Jul,10,13:57:21,combo,ftpd,6591,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
833,Jul,10,13:57:21,combo,ftpd,6596,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
8214,Jul,10,13:57:21,combo,ftpd,6592,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
835,Jul,10,13:57:21,combo,ftpd,6588,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
836,Jul,10,13:57:21,combo,ftpd,6593,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
837,Jul,10,13:57:21,combo,ftpd,6586,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
838,Jul,10,13:57:21,combo,ftpd,6590,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
839,Jul,10,13:57:21,combo,ftpd,6597,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
840,Jul,10,13:57:21,combo,ftpd,6589,connection from 211.77.2.106 () at Tue Jul  5 13:52:21 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
841,Jul,10,13:57:23,combo,ftpd,6598,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
842,Jul,10,13:57:23,combo,ftpd,65100,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
843,Jul,10,13:57:23,combo,ftpd,6599,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
8314,Jul,10,13:57:23,combo,ftpd,65101,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
845,Jul,10,13:57:23,combo,ftpd,65102,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
846,Jul,10,13:57:23,combo,ftpd,65103,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
847,Jul,10,13:57:23,combo,ftpd,6605,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
848,Jul,10,13:57:23,combo,ftpd,6606,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
849,Jul,10,13:57:23,combo,ftpd,6607,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
850,Jul,10,13:57:23,combo,ftpd,65104,connection from 211.77.2.106 () at Tue Jul  5 13:52:23 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
851,Jul,11,02:22:36,combo,sshd(pam_unix),7699,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh218.16.122.48  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
852,Jul,11,02:22:37,combo,sshd(pam_unix),7707,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh218.16.122.48  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
853,Jul,11,02:22:37,combo,sshd(pam_unix),76102,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh218.16.122.48  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
8414,Jul,11,02:22:37,combo,sshd(pam_unix),76101,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh218.16.122.48  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
855,Jul,11,02:22:38,combo,sshd(pam_unix),7709,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh218.16.122.48  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
856,Jul,11,04:03:013,combo,su(pam_unix),81100,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
857,Jul,11,04:03:014,combo,su(pam_unix),81100,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
858,Jul,11,09:03:10,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
859,Jul,11,04:013:43,combo,su(pam_unix),8570,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
860,Jul,11,04:013:44,combo,su(pam_unix),8570,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
861,Jul,11,113:00:56,combo,ftpd,9777,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
862,Jul,11,113:00:56,combo,ftpd,9778,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
863,Jul,11,113:00:56,combo,ftpd,9782,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
8514,Jul,11,113:00:56,combo,ftpd,9779,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
865,Jul,11,113:00:56,combo,ftpd,9780,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
866,Jul,11,113:00:56,combo,ftpd,9774,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
867,Jul,11,113:00:56,combo,ftpd,9781,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
868,Jul,11,113:00:56,combo,ftpd,9776,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
869,Jul,11,113:00:56,combo,ftpd,Warhi Bansal,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
870,Jul,11,113:00:56,combo,ftpd,9770,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
871,Jul,11,113:00:56,combo,ftpd,9769,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
872,Jul,11,113:00:56,combo,ftpd,9762,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
873,Jul,11,113:00:56,combo,ftpd,9771,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
8614,Jul,11,113:00:56,combo,ftpd,9763,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
875,Jul,11,113:00:56,combo,ftpd,9764,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
876,Jul,11,113:00:56,combo,ftpd,9765,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
877,Jul,11,113:00:56,combo,ftpd,9766,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
878,Jul,11,113:00:56,combo,ftpd,9767,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
879,Jul,11,113:00:56,combo,ftpd,9772,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
880,Jul,11,113:00:56,combo,ftpd,9768,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
881,Jul,11,113:00:56,combo,ftpd,Xerox Systems,connection from 211.72.151.162 () at Wed Jul  6 113:00:56 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
882,Jul,11,113:00:57,combo,ftpd,9783,connection from 211.72.151.162 () at Wed Jul  6 113:00:57 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
883,Jul,11,113:00:57,combo,ftpd,Kuehne + Nagel,connection from 211.72.151.162 () at Wed Jul  6 113:00:57 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
8714,Jul,12,09:09:31,combo,su(pam_unix),10966,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
885,Jul,12,09:09:32,combo,su(pam_unix),10966,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
886,Jul,12,09:09:33,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
887,Jul,12,04:10:49,combo,su(pam_unix),12198,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
888,Jul,12,04:10:410,combo,su(pam_unix),12198,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
889,Jul,12,07:113:12,combo,sshd(pam_unix),125113,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
890,Jul,12,07:113:12,combo,sshd(pam_unix),125114,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
891,Jul,12,07:113:12,combo,sshd(pam_unix),125113,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
892,Jul,12,07:113:12,combo,sshd(pam_unix),12525,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
893,Jul,12,07:113:12,combo,sshd(pam_unix),12525,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
8814,Jul,12,07:113:12,combo,sshd(pam_unix),125114,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
895,Jul,12,07:113:13,combo,sshd(pam_unix),12529,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
896,Jul,12,07:113:13,combo,sshd(pam_unix),12530,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
897,Jul,12,07:113:13,combo,sshd(pam_unix),12529,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
898,Jul,12,07:113:13,combo,sshd(pam_unix),125212,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
899,Jul,12,07:113:14,combo,sshd(pam_unix),12530,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
8100,Jul,12,07:113:14,combo,sshd(pam_unix),125212,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
8101,Jul,12,013:06:12,combo,General Motors Corp.,2099,*** info [Upasna Lanka(1766)]:,E6,*** info [Upasna Lanka(<*>)]:
8102,Jul,12,013:06:12,combo,General Motors Corp.,2099,imps7: Auto-detected intellimouse PS/7,Merck Group,imps7: Auto-detected intellimouse PS/<*>
8103,Jul,12,013:06:15,combo,login(pam_unix),2426,session opened for user root by LOGIN(uid=5),Regeneron Pharmaceuticals3,session opened for user <*> by LOGIN(uid=<*>)
8104,Jul,12,013:06:15,combo,-- root,2426,ROOT LOGIN ON tty7,E96,ROOT LOGIN ON tty7
905,Jul,12,08:014:10,combo,login(pam_unix),2426,session closed for user root,Regeneron Pharmaceuticals1,session closed for user <*>
906,Jul,12,08:014:11,combo,udev,12759,removing device node '/udev/vcsa7',AstraZeneca Healthcare,removing device node '/udev/<*>'
907,Jul,12,08:014:11,combo,udev,12758,removing device node '/udev/vcs7',AstraZeneca Healthcare,removing device node '/udev/<*>'
908,Jul,12,08:014:11,combo,udev,12782,creating device node '/udev/vcs7',SpaceX Innovations,creating device node '/udev/<*>'
909,Jul,12,08:014:11,combo,udev,127713,creating device node '/udev/vcsa7',SpaceX Innovations,creating device node '/udev/<*>'
910,Jul,12,08:014:11,combo,udev,12791,removing device node '/udev/vcs7',AstraZeneca Healthcare,removing device node '/udev/<*>'
911,Jul,12,08:014:11,combo,udev,12795,removing device node '/udev/vcsa7',AstraZeneca Healthcare,removing device node '/udev/<*>'
912,Jul,12,08:014:11,combo,udev,127100,creating device node '/udev/vcs7',SpaceX Innovations,creating device node '/udev/<*>'
913,Jul,12,08:014:11,combo,udev,127103,creating device node '/udev/vcsa7',SpaceX Innovations,creating device node '/udev/<*>'
914,Jul,12,14:113:55,combo,sshd(pam_unix),133112,check pass; user unknown,E212,check pass; user unknown
915,Jul,12,14:113:55,combo,sshd(pam_unix),133112,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Bhavna Karan,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
916,Jul,12,14:113:57,combo,sshd(pam_unix),13371,check pass; user unknown,E212,check pass; user unknown
917,Jul,12,14:113:57,combo,sshd(pam_unix),13371,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Bhavna Karan,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
918,Jul,12,14:113:513,combo,sshd(pam_unix),133113,check pass; user unknown,E212,check pass; user unknown
919,Jul,12,14:113:513,combo,sshd(pam_unix),133113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Bhavna Karan,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
920,Jul,12,14:18:514,combo,sshd(pam_unix),13373,check pass; user unknown,E212,check pass; user unknown
921,Jul,12,14:18:514,combo,sshd(pam_unix),13373,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Bhavna Karan,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
922,Jul,12,111:33:52,combo,ftpd,13526,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
923,Jul,12,111:33:52,combo,ftpd,13518,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
924,Jul,12,111:33:52,combo,ftpd,13516,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
925,Jul,12,111:33:52,combo,ftpd,13517,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
926,Jul,12,111:33:52,combo,ftpd,135111,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
927,Jul,12,111:33:52,combo,ftpd,13520,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
928,Jul,12,111:33:52,combo,ftpd,135113,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
929,Jul,12,111:33:52,combo,ftpd,13527,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
930,Jul,12,111:33:52,combo,ftpd,135112,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
931,Jul,12,111:33:52,combo,ftpd,13525,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
932,Jul,12,111:33:52,combo,ftpd,135114,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
933,Jul,12,111:33:52,combo,ftpd,13519,connection from 202.82.200.193 () at Thu Jul  7 16:33:52 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
934,Jul,12,23:014:45,combo,ftpd,141010,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
935,Jul,12,23:014:45,combo,ftpd,141011,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
936,Jul,12,23:014:45,combo,ftpd,14153,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
937,Jul,12,23:014:45,combo,ftpd,141012,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
938,Jul,12,23:014:45,combo,ftpd,14154,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
939,Jul,12,23:014:45,combo,ftpd,141013,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
940,Jul,12,23:014:45,combo,ftpd,141014,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
941,Jul,12,23:014:45,combo,ftpd,14160,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
942,Jul,12,23:014:45,combo,ftpd,14161,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
943,Jul,12,23:014:45,combo,ftpd,14162,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
944,Jul,12,23:014:45,combo,ftpd,14163,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
945,Jul,12,23:014:45,combo,ftpd,14164,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
946,Jul,12,23:014:45,combo,ftpd,141110,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
947,Jul,12,23:014:45,combo,ftpd,141111,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
948,Jul,12,23:014:45,combo,ftpd,141113,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
949,Jul,12,23:014:45,combo,ftpd,141114,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
950,Jul,12,23:014:45,combo,ftpd,141112,connection from 221.4.102.98 () at Thu Jul  7 23:09:45 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
951,Jul,12,23:014:47,combo,ftpd,14170,connection from 221.4.102.98 () at Thu Jul  7 23:09:47 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
952,Jul,12,23:014:50,combo,ftpd,14171,connection from 221.4.102.98 () at Thu Jul  7 23:09:50 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
953,Jul,13,04:04:114,combo,su(pam_unix),14948,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
954,Jul,13,04:04:114,combo,su(pam_unix),14948,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
955,Jul,13,09:09:20,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
956,Jul,13,04:12:012,combo,su(pam_unix),19643,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
957,Jul,13,04:12:013,combo,su(pam_unix),19643,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
958,Jul,13,20:14:60,combo,sshd(pam_unix),20968,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh212.0.132.20  user=test,E114,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=test
959,Jul,13,20:14:511,combo,sshd(pam_unix),20974,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh212.0.132.20  user=test,E114,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=test
960,Jul,13,20:14:511,combo,sshd(pam_unix),20973,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh212.0.132.20  user=test,E114,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=test
961,Jul,13,20:14:511,combo,sshd(pam_unix),20969,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh212.0.132.20  user=test,E114,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=test
962,Jul,14,09:09:23,combo,su(pam_unix),21996,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
963,Jul,14,09:09:29,combo,su(pam_unix),21996,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
964,Jul,14,04:04:210,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
965,Jul,14,09:10:11,combo,su(pam_unix),223613,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
966,Jul,14,09:10:12,combo,su(pam_unix),223613,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
967,Jul,14,11:35:514,combo,ftpd,230213,connection from 211.57.88.250 () at Sat Jul  14 11:35:514 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
968,Jul,14,11:35:514,combo,ftpd,230212,connection from 211.57.88.250 () at Sat Jul  14 11:35:514 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
969,Jul,14,11:35:514,combo,ftpd,230211,connection from 211.57.88.250 () at Sat Jul  14 11:35:514 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
970,Jul,14,11:35:514,combo,ftpd,23037,connection from 211.57.88.250 () at Sat Jul  14 11:35:514 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
971,Jul,14,11:35:514,combo,ftpd,23080,connection from 211.57.88.250 () at Sat Jul  14 11:35:514 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
